指标_1,指标_2,指标_3,指标_4,指标_5,指标_6,指标_7,指标_8
0.7218385051571707,-0.4505639931159332,0.28943534682034805,-0.30337401799461605,-0.1785671362833831,-0.49588258744428765,2.0056399012152535,-0.21965157482488637
-0.790068924820154,-1.4861089077794016,-0.6050435626489229,-0.6289979064054577,0.6010261231794822,-0.9318611813234523,-0.29197017064043485,-0.5196214387344343
0.46070085629015456,-0.20942707484226203,-1.180849114272083,-1.7595744049604518,-0.5419750422128587,0.6320245159717401,0.7750309317847075,-0.44812731444385606
-0.8684856383715613,0.1312910066118548,-0.3571764586047343,1.060963725524573,1.342033965154589,1.8903211409166232,0.8078592213152317,1.951224585903778
-0.7023523043884179,-1.6301767802298093,-0.02276362424520264,-0.518576445562565,-0.7966400334509478,1.0865471486872518,0.13442238687269475,-1.0909284323955575
-1.2552710068936284,0.29102003671341925,-2.0281304150806956,-2.4035155304612346,0.28847810770557764,-0.1352054161698425,-1.3688701995923747,-1.7664909954877621
1.3571558231018315,-0.33437741129134285,-0.4364967841113011,-1.3874491032389442,-0.288302228458586,0.8550884192543592,0.3881705755892543,-0.13675954354864064
0.1540809532651853,0.2762149973081261,-0.5898504397547256,0.5849956550521455,0.23788197196422947,0.5562039286645788,0.02139596568543354,0.352768733184049
1.624015115506608,-0.17789282407151707,0.986092294483555,-1.0646942126233683,0.43141624560863484,0.6312233883649158,-0.9020293196913316,-1.1886134742543386
1.0550166605896687,-0.07153981871187917,-0.9238860106050465,-0.5946885934138246,0.6994365742281221,-0.2778708671545762,-1.0534907464996324,-1.8989210975635422
0.8556374167351953,1.986727711824358,-1.238671444228757,-0.31994356359497755,0.141975710944639,-0.7620236166924422,-1.1216956679157841,-0.6528120898195253
-0.6192413635040876,1.4832836831315304,-1.1522285030359183,-1.4740731740323452,0.36881915235055923,0.31725197864130067,-0.21923419165013924,-0.6643001277664945
-0.6850619463218981,-0.47102004127751224,0.5322938957058134,-0.2105323195260739,1.1833583151109555,1.657322350635606,-1.9038505458340045,1.3695812090458794
1.447341452911801,0.9896155371731078,-0.30192807180606457,0.49508787929339293,2.83629463016001,-0.951638455601381,0.35939643828821444,-1.0981426776649126
-1.9533228090099097,-1.2118733501614458,0.07886159561546785,-1.3484206457258918,0.6040994247908705,0.16261152977141272,-0.9120611806623831,0.759767429479418
