指标_1,指标_2,指标_3,指标_4,指标_5,指标_6,指标_7,指标_8
0.5810117414792182,0.8562441487294299,-0.5047555354589321,-0.10632757454556972,0.0963359685552396,-0.855201961410883,-0.12246522183740605,0.3201830462439412
-0.4559779701361631,-0.10595341331963412,0.5325964113795355,-1.3047441591526685,0.8769806578169951,-0.12805317858527468,0.057233870465441164,0.5240111930825814
-0.6473961622962321,-0.6170650164174698,1.5207931850385674,-0.9291700976764895,1.5456952290765882,-0.6769790352141787,0.1094050974901538,0.2500203061955003
0.5178612237427705,-0.729962453859511,-0.42789518003286314,1.9425921122365135,-1.6480808558989004,-0.291231727477449,1.0832575161629583,-2.0716869459253977
-0.03605928337408043,-0.4046331823766469,-0.6110291598159013,0.5629847747752066,1.3857403924981275,-0.46091351637693984,-0.12589640676967992,1.4824473225040078
0.9791173314644883,0.4263506792424171,0.7265007216190716,1.2432993295266863,-1.3256263709388132,0.022173202869409766,2.67182478915846,0.7337418393291529
-1.4008686298313342,1.732148918430183,0.2087109175090211,0.12067451573476445,-1.7836027148528566,1.0030321545004086,1.6931034629835453,-2.469402687470963
-0.26759707946425193,-0.7512755349544019,0.18108825441041854,-1.1113860169372625,-2.6744170385452293,0.7237415815467985,0.1354436532120631,-0.09247181939529966
-0.3809701056226485,-0.0048044127016443824,0.09407229124460623,-0.5941147714150704,-0.21264895031513253,0.5773190688988453,-0.3818014709203618,-0.7584132347322241
-1.542906790838618,-0.24854221403122023,0.6754780834878069,0.4866942717025422,0.6199057080539468,-0.5458080614890052,1.0184050593871907,-0.1451511002236469
-0.3814687497211736,-1.8991000648749512,-0.2914797965913198,1.1591559183000804,0.9763930030629738,-0.22530815626359588,1.2745541381929146,0.3949277517822646
1.7209653852632254,0.7388199509337419,0.9700462188423403,0.7653885539216818,-0.5847633584468535,0.7752536077794784,0.7344056563920573,0.44294710870084186
0.7735332459368145,-0.3739661148168408,1.1312921767633748,1.2550636665186783,-0.6280884721373508,0.3495774406250818,-0.6590471541630066,-0.6562047045756274
-0.07563972620564115,0.4952540968230395,0.03511382546674706,0.15206728851302026,-0.4029171139543323,0.6480368164948664,-0.621746285385906,0.8933512109736125
0.13510499748903892,2.3365925362546176,0.9354383658668659,-1.226841002866667,-0.837317599114591,0.5521989194136256,0.8425720423956011,0.46133318689045166
